book,chapter,verse,letter,added
2 KINGS,24,7,u,NO
2 KINGS,24,12,b,NO
2 KINGS,24,13,e,NO
2 KINGS,24,13,f,NO
2 KINGS,24,14,i,NO
2 KINGS,24,14,j,NO
2 KINGS,24,17,o,NO
2 KINGS,24,17,p,NO
2 KINGS,25,1,w,NO
2 KINGS,25,4,a,NO
2 KINGS,25,13,n,NO
2 KINGS,25,13,o,NO
2 KINGS,25,27,h,NO
2 PETER,1,1,c,NO
2 PETER,1,16,b,NO
2 PETER,1,16,c,NO
2 PETER,1,16,d,NO
2 PETER,1,19,i,NO
2 PETER,1,19,j,NO
2 PETER,2,1,o,NO
2 PETER,2,1,p,NO
2 PETER,2,3,t,NO
2 PETER,2,4,w,NO
2 PETER,2,6,b,NO
2 PETER,2,13,m,NO
2 PETER,2,14,p,NO
2 PETER,2,15,s,NO
2 PETER,2,20,c,NO
2 PETER,3,9,w,NO
2 PETER,3,9,x,NO
2 PETER,3,9,y,NO
2 PETER,3,14,j,NO
2 PETER,3,14,k,NO
2 PETER,3,15,n,NO
2 PETER,3,18,u,NO
2 SAMUEL,1,2,d,NO
2 SAMUEL,1,20,u,NO
2 SAMUEL,1,20,v,NO
2 SAMUEL,3,3,y,NO
2 SAMUEL,3,29,t,NO
2 SAMUEL,3,33,z,NO
2 SAMUEL,3,35,c,NO
2 SAMUEL,6,2,w,NO
2 SAMUEL,7,2,w,NO
2 SAMUEL,7,7,d,NO
2 SAMUEL,7,10,i,NO
2 SAMUEL,7,23,c,NO
2 SAMUEL,8,2,k,NO
2 SAMUEL,8,5,l,NO
2 SAMUEL,8,12,m,NO
2 SAMUEL,8,12,y,NO
2 SAMUEL,8,12,z,NO
2 SAMUEL,10,6,x,NO
2 SAMUEL,10,6,y,NO
2 SAMUEL,10,12,c,NO
2 SAMUEL,11,1,j,NO
2 SAMUEL,11,11,r,NO
2 SAMUEL,12,9,e,NO
2 SAMUEL,12,9,f,NO
2 SAMUEL,12,13,j,NO
2 SAMUEL,12,26,v,NO
2 SAMUEL,13,19,h,NO
2 SAMUEL,13,37,s,NO
2 SAMUEL,14,11,g,NO
2 SAMUEL,15,12,f,NO
2 SAMUEL,15,12,g,NO
2 SAMUEL,15,24,v,NO
2 SAMUEL,15,30,f,NO
2 SAMUEL,16,1,r,NO
2 SAMUEL,16,5,x,NO
2 SAMUEL,17,23,i,NO
2 SAMUEL,17,27,o,NO
2 SAMUEL,17,27,p,NO
2 SAMUEL,18,18,c,NO
2 SAMUEL,19,9,w,NO
2 SAMUEL,19,13,b,NO
2 SAMUEL,20,1,f,NO
2 SAMUEL,21,8,h,NO
2 SAMUEL,21,18,u,NO
2 SAMUEL,22,3,e,NO
2 SAMUEL,22,3,f,NO
2 SAMUEL,22,3,g,NO
2 SAMUEL,22,3,h,NO
2 SAMUEL,22,10,s,NO
2 SAMUEL,22,31,n,NO
2 SAMUEL,22,51,k,NO
2 SAMUEL,23,34,s,NO
2 SAMUEL,24,1,b,NO
2 SAMUEL,24,5,g,NO
2 SAMUEL,24,10,m,NO
2 SAMUEL,24,16,v,NO
2 SAMUEL,24,16,w,NO
2 THESSALONIANS,1,4,e,NO
2 THESSALONIANS,1,7,l,NO
2 THESSALONIANS,1,8,o,NO
2 THESSALONIANS,1,10,t,NO
2 THESSALONIANS,1,10,u,NO
2 THESSALONIANS,1,10,v,NO
2 THESSALONIANS,1,11,y,NO
2 THESSALONIANS,2,2,e,NO
2 THESSALONIANS,2,2,f,NO
2 THESSALONIANS,2,3,i,NO
2 THESSALONIANS,2,3,j,NO
2 THESSALONIANS,2,8,p,NO
2 THESSALONIANS,2,8,q,NO
2 THESSALONIANS,2,13,a,NO
2 THESSALONIANS,2,13,b,NO
2 THESSALONIANS,2,13,z,NO
2 THESSALONIANS,2,15,f,NO
2 THESSALONIANS,3,3,p,NO
2 THESSALONIANS,3,6,u,NO
2 THESSALONIANS,3,6,v,NO
2 THESSALONIANS,3,16,k,NO
2 TIMOTHY,1,1,c,NO
2 TIMOTHY,1,3,h,NO
2 TIMOTHY,1,3,i,NO
2 TIMOTHY,1,8,s,NO
2 TIMOTHY,1,9,w,NO
2 TIMOTHY,1,9,x,NO
2 TIMOTHY,1,10,a,NO
2 TIMOTHY,1,10,b,NO
2 TIMOTHY,1,10,c,NO
2 TIMOTHY,1,12,g,NO
2 TIMOTHY,1,12,h,NO
2 TIMOTHY,1,12,i,NO
2 TIMOTHY,1,13,l,NO
2 TIMOTHY,1,13,m,NO
2 TIMOTHY,1,13,n,NO
2 TIMOTHY,1,16,s,NO
2 TIMOTHY,2,2,a,NO
2 TIMOTHY,2,8,j,NO
2 TIMOTHY,2,9,m,NO
2 TIMOTHY,2,10,p,NO
2 TIMOTHY,2,11,s,NO
2 TIMOTHY,2,13,x,NO
2 TIMOTHY,2,14,a,NO
2 TIMOTHY,2,22,o,NO
2 TIMOTHY,2,22,p,NO
2 TIMOTHY,2,24,t,NO
2 TIMOTHY,2,25,w,NO
2 TIMOTHY,3,2,b,NO
2 TIMOTHY,3,8,m,NO
2 TIMOTHY,3,8,n,NO
2 TIMOTHY,3,11,s,NO
2 TIMOTHY,3,11,u,NO
2 TIMOTHY,3,15,c,NO
2 TIMOTHY,3,17,g,NO
2 TIMOTHY,4,1,j,NO
2 TIMOTHY,4,5,s,NO
2 TIMOTHY,4,5,t,NO
2 TIMOTHY,4,8,a,NO
2 TIMOTHY,4,8,b,NO
2 TIMOTHY,4,8,c,NO
2 TIMOTHY,4,10,g,NO
2 TIMOTHY,4,10,h,NO
2 TIMOTHY,4,10,i,NO
2 TIMOTHY,4,17,q,NO
2 TIMOTHY,4,17,r,NO
2 TIMOTHY,4,17,s,NO
ACTS,1,2,e,NO
ACTS,1,8,p,NO
ACTS,1,8,q,NO
ACTS,1,8,r,NO
ACTS,1,8,s,NO
ACTS,1,10,x,NO
ACTS,1,13,e,NO
ACTS,1,14,h,NO
ACTS,1,14,i,NO
ACTS,1,22,x,NO
ACTS,1,23,a,NO
ACTS,2,4,l,NO
ACTS,2,17,x,NO
ACTS,2,17,y,NO
ACTS,2,22,f,NO
ACTS,2,22,g,NO
ACTS,2,23,j,NO
ACTS,2,23,k,NO
ACTS,2,27,r,NO
ACTS,2,29,v,NO
ACTS,2,29,w,NO
ACTS,2,33,e,NO
ACTS,2,33,f,NO
ACTS,2,33,g,NO
ACTS,2,36,l,NO
ACTS,2,38,q,NO
ACTS,2,38,r,NO
ACTS,2,38,s,NO
ACTS,2,39,v,NO
ACTS,2,39,w,NO
ACTS,2,42,c,NO
ACTS,2,42,d,NO
ACTS,2,46,i,NO
ACTS,2,47,m,NO
ACTS,2,47,n,NO
ACTS,3,1,q,NO
ACTS,3,2,t,NO
ACTS,3,13,c,NO
ACTS,3,13,d,NO
ACTS,3,13,e,NO
ACTS,3,13,f,NO
ACTS,3,14,i,NO
ACTS,3,16,n,NO
ACTS,3,18,r,NO
ACTS,3,18,s,NO
ACTS,3,19,v,NO
ACTS,3,21,z,NO
ACTS,3,25,g,NO
ACTS,3,26,j,NO
ACTS,4,12,d,NO
ACTS,4,27,w,NO
ACTS,4,27,x,NO
ACTS,4,27,z,NO
ACTS,4,30,g,NO
ACTS,4,31,j,NO
ACTS,4,32,m,NO
ACTS,5,3,z,NO
ACTS,5,12,j,NO
ACTS,5,15,o,NO
ACTS,5,20,x,NO
ACTS,5,30,j,NO
ACTS,5,30,k,NO
ACTS,5,31,n,NO
ACTS,5,31,o,NO
ACTS,5,31,p,NO
ACTS,5,32,s,NO
ACTS,5,41,g,NO
ACTS,5,42,j,NO
ACTS,6,3,o,NO
ACTS,6,5,s,NO
ACTS,6,5,t,NO
ACTS,6,7,y,NO
ACTS,6,13,e,NO
ACTS,6,14,h,NO
ACTS,7,2,l,NO
ACTS,7,2,m,NO
ACTS,7,4,p,NO
ACTS,7,6,u,NO
ACTS,7,8,a,NO
ACTS,7,8,b,NO
ACTS,7,8,z,NO
ACTS,7,9,e,NO
ACTS,7,13,l,NO
ACTS,7,15,q,NO
ACTS,7,22,c,NO
ACTS,7,34,o,NO
ACTS,7,34,p,NO
ACTS,7,36,u,NO
ACTS,7,36,v,NO
ACTS,7,36,w,NO
ACTS,7,36,x,NO
ACTS,7,38,b,NO
ACTS,7,38,c,NO
ACTS,7,38,d,NO
ACTS,7,41,i,NO
ACTS,7,42,l,NO
ACTS,7,42,n,NO
ACTS,7,45,t,NO
ACTS,7,45,u,NO
ACTS,7,46,x,NO
ACTS,7,51,f,NO
ACTS,7,52,i,NO
ACTS,7,55,p,NO
ACTS,7,56,p,NO
ACTS,7,58,u,NO
ACTS,7,58,v,NO
ACTS,7,60,a,NO
ACTS,8,1,d,NO
ACTS,8,13,v,NO
ACTS,8,16,b,NO
ACTS,8,27,p,NO
ACTS,8,31,t,NO
ACTS,9,1,d,NO
ACTS,9,13,t,NO
ACTS,9,15,y,NO
ACTS,9,16,b,NO
ACTS,9,17,e,NO
ACTS,9,22,o,NO
ACTS,9,27,w,NO
ACTS,9,27,x,NO
ACTS,9,27,y,NO
ACTS,9,31,g,NO
ACTS,9,35,l,NO
ACTS,9,40,t,NO
ACTS,10,3,a,NO
ACTS,10,9,g,NO
ACTS,10,14,l,NO
ACTS,10,22,t,NO
ACTS,10,30,d,NO
ACTS,10,36,k,NO
ACTS,10,36,l,NO
ACTS,10,38,q,NO
ACTS,10,38,r,NO
ACTS,10,38,s,NO
ACTS,10,40,x,NO
ACTS,10,42,c,NO
ACTS,10,43,f,NO
ACTS,10,43,g,NO
ACTS,10,43,h,NO
ACTS,10,45,l,NO
ACTS,11,17,f,NO
ACTS,11,17,g,NO
ACTS,11,17,h,NO
ACTS,11,18,l,NO
ACTS,11,28,a,NO
ACTS,11,28,z,NO
ACTS,12,7,p,NO
ACTS,12,7,q,NO
ACTS,12,11,w,NO
ACTS,12,17,e,NO
ACTS,13,1,p,NO
ACTS,13,2,s,NO
ACTS,13,5,y,NO
ACTS,13,8,d,NO
ACTS,13,10,h,NO
ACTS,13,10,i,NO
ACTS,13,15,s,NO
ACTS,13,17,a,NO
ACTS,13,17,y,NO
ACTS,13,17,z,NO
ACTS,13,19,f,NO
ACTS,13,22,m,NO
ACTS,13,22,n,NO
ACTS,13,22,o,NO
ACTS,13,23,r,NO
ACTS,13,26,x,NO
ACTS,13,29,f,NO
ACTS,13,31,j,NO
ACTS,13,31,k,NO
ACTS,13,31,l,NO
ACTS,13,34,r,NO
ACTS,13,43,e,NO
ACTS,13,43,f,NO
ACTS,13,45,i,NO
ACTS,13,45,j,NO
ACTS,13,46,m,NO
ACTS,13,46,n,NO
ACTS,13,47,q,NO
ACTS,13,47,r,NO
ACTS,13,50,v,NO
ACTS,13,50,w,NO
ACTS,14,2,d,NO
ACTS,14,3,g,NO
ACTS,14,15,w,NO
ACTS,14,15,y,NO
ACTS,14,15,z,NO
ACTS,14,17,e,NO
ACTS,14,17,f,NO
ACTS,14,17,h,NO
ACTS,14,22,n,NO
ACTS,14,22,o,NO
ACTS,14,23,r,NO
ACTS,14,27,w,NO
ACTS,14,27,x,NO
ACTS,15,1,a,NO
ACTS,15,1,b,NO
ACTS,15,2,e,NO
ACTS,15,3,h,NO
ACTS,15,3,i,NO
ACTS,15,4,g,NO
ACTS,15,5,n,NO
ACTS,15,7,r,NO
ACTS,15,8,v,NO
ACTS,15,9,y,NO
ACTS,15,10,b,NO
ACTS,15,11,e,NO
ACTS,15,11,w,NO
ACTS,15,20,r,NO
ACTS,15,20,s,NO
ACTS,15,22,w,NO
ACTS,15,22,x,NO
ACTS,15,23,y,NO
ACTS,15,32,n,NO
ACTS,15,40,x,NO
ACTS,16,4,f,NO
ACTS,16,5,i,NO
ACTS,16,13,s,NO
ACTS,16,16,a,NO
ACTS,16,16,z,NO
ACTS,16,17,d,NO
ACTS,16,17,e,NO
ACTS,16,18,h,NO
ACTS,16,26,s,NO
ACTS,17,3,l,NO
ACTS,17,4,o,NO
ACTS,17,5,r,NO
ACTS,17,15,f,NO
ACTS,17,18,l,NO
ACTS,17,24,t,NO
ACTS,17,25,w,NO
ACTS,17,26,a,NO
ACTS,17,26,z,NO
ACTS,17,27,d,NO
ACTS,17,30,k,NO
ACTS,17,30,l,NO
ACTS,17,31,o,NO
ACTS,17,31,p,NO
ACTS,17,31,q,NO
ACTS,17,32,t,NO
ACTS,18,5,b,NO
ACTS,18,5,c,NO
ACTS,18,6,f,NO
ACTS,18,6,g,NO
ACTS,18,9,n,NO
ACTS,18,10,p,NO
ACTS,18,12,s,NO
ACTS,18,18,a,NO
ACTS,18,18,z,NO
ACTS,18,25,l,NO
ACTS,18,27,q,NO
ACTS,18,27,r,NO
ACTS,19,6,d,NO
ACTS,19,9,i,NO
ACTS,19,13,p,NO
ACTS,19,21,x,NO
ACTS,19,22,a,NO
ACTS,20,4,u,NO
ACTS,20,4,v,NO
ACTS,20,19,n,NO
ACTS,20,19,o,NO
ACTS,20,23,x,NO
ACTS,20,24,a,NO
ACTS,20,24,c,NO
ACTS,20,24,e,NO
ACTS,20,28,o,NO
ACTS,20,28,p,NO
ACTS,20,28,q,NO
ACTS,20,28,r,NO
ACTS,20,28,s,NO
ACTS,20,29,u,NO
ACTS,20,31,z,NO
ACTS,20,32,c,NO
ACTS,20,32,d,NO
ACTS,20,34,h,NO
ACTS,20,35,k,NO
ACTS,20,35,l,NO
ACTS,20,35,m,NO
ACTS,21,11,e,NO
ACTS,21,11,f,NO
ACTS,21,13,i,NO
ACTS,21,19,q,NO
ACTS,21,21,v,NO
ACTS,21,21,w,NO
ACTS,21,21,x,NO
ACTS,21,26,c,NO
ACTS,21,27,e,NO
ACTS,21,28,h,NO
ACTS,22,3,a,NO
ACTS,22,3,b,NO
ACTS,22,3,c,NO
ACTS,22,3,d,NO
ACTS,22,4,g,NO
ACTS,22,5,j,NO
ACTS,22,12,q,NO
ACTS,22,14,v,NO
ACTS,22,14,w,NO
ACTS,22,14,x,NO
ACTS,22,16,c,NO
ACTS,22,17,f,NO
ACTS,22,20,l,NO
ACTS,22,29,u,NO
ACTS,22,29,v,NO
ACTS,23,3,c,NO
ACTS,23,6,i,NO
ACTS,23,6,j,NO
ACTS,23,9,n,NO
ACTS,23,11,r,NO
ACTS,23,11,t,NO
ACTS,23,27,g,NO
ACTS,23,30,m,NO
ACTS,24,1,u,NO
ACTS,24,11,b,NO
ACTS,24,14,g,NO
ACTS,24,14,h,NO
ACTS,24,14,i,NO
ACTS,24,15,l,NO
ACTS,24,17,r,NO
ACTS,24,17,s,NO
ACTS,24,27,h,NO
ACTS,25,8,p,NO
ACTS,25,25,k,NO
ACTS,26,5,t,NO
ACTS,26,5,u,NO
ACTS,26,7,y,NO
ACTS,26,7,z,NO
ACTS,26,10,f,NO
ACTS,26,11,i,NO
ACTS,26,11,j,NO
ACTS,26,17,q,NO
ACTS,26,18,t,NO
ACTS,26,18,u,NO
ACTS,26,18,v,NO
ACTS,26,20,a,NO
ACTS,26,20,b,NO
ACTS,26,20,c,NO
ACTS,26,20,z,NO
ACTS,26,22,g,NO
ACTS,26,23,j,NO
ACTS,26,23,k,NO
ACTS,26,23,l,NO
ACTS,26,23,m,NO
ACTS,26,25,q,NO
ACTS,26,32,z,NO
ACTS,27,1,c,NO
ACTS,27,3,g,NO
ACTS,27,23,s,NO
ACTS,27,23,t,NO
ACTS,27,23,u,NO
ACTS,28,4,r,NO
ACTS,28,20,j,NO
ACTS,28,20,k,NO
ACTS,28,23,q,NO
ACTS,28,23,r,NO
ACTS,28,28,a,NO
ACTS,28,28,b,NO
ACTS,28,31,f,NO
ACTS,28,31,g,NO
AMOS,1,1,c,NO
AMOS,1,1,d,NO
AMOS,1,1,e,NO
AMOS,1,1,f,NO
AMOS,1,2,i,NO
AMOS,1,2,j,NO
AMOS,1,5,q,NO
AMOS,1,5,r,NO
AMOS,1,5,s,NO
AMOS,1,5,t,NO
AMOS,1,6,v,NO
AMOS,1,11,a,NO
AMOS,1,11,z,NO
AMOS,1,13,e,NO
AMOS,1,13,f,NO
AMOS,2,4,p,NO
AMOS,2,6,s,NO
AMOS,2,7,v,NO
AMOS,2,9,z,NO
AMOS,2,10,x,NO
AMOS,3,9,s,NO
AMOS,3,12,y,NO
AMOS,3,15,f,NO
AMOS,3,15,g,NO
AMOS,4,1,j,NO
AMOS,4,4,p,NO
AMOS,4,5,s,NO
AMOS,4,9,u,NO
AMOS,4,10,c,NO
AMOS,4,10,u,NO
AMOS,4,11,u,NO
AMOS,4,13,h,NO
AMOS,4,13,i,NO
AMOS,4,13,j,NO
AMOS,5,6,n,NO
AMOS,5,8,t,NO
AMOS,5,8,u,NO
AMOS,5,10,y,NO
AMOS,5,12,x,NO
AMOS,5,15,i,NO
AMOS,6,1,z,NO
AMOS,6,2,d,NO
AMOS,6,4,i,NO
AMOS,6,8,p,NO
AMOS,6,14,z,NO
AMOS,7,10,l,NO
AMOS,7,12,p,NO
AMOS,7,16,w,NO
AMOS,7,16,x,NO
AMOS,7,17,m,NO
AMOS,8,2,d,NO
AMOS,8,3,g,NO
AMOS,8,3,h,NO
AMOS,8,5,l,NO
AMOS,8,8,r,NO
AMOS,8,10,v,NO
AMOS,8,14,d,NO
AMOS,9,1,g,NO
AMOS,9,1,h,NO
AMOS,9,6,r,NO
AMOS,9,7,u,NO
AMOS,9,7,v,NO
AMOS,9,7,w,NO
AMOS,9,14,i,NO
AMOS,9,15,l,NO
COLOSSIANS,1,1,c,NO
COLOSSIANS,1,5,j,NO
COLOSSIANS,1,6,n,NO
COLOSSIANS,1,9,t,NO
COLOSSIANS,1,9,u,NO
COLOSSIANS,1,10,x,NO
COLOSSIANS,1,11,a,NO
COLOSSIANS,1,13,f,NO
COLOSSIANS,1,15,k,NO
COLOSSIANS,1,16,n,NO
COLOSSIANS,1,16,o,NO
COLOSSIANS,1,18,t,NO
COLOSSIANS,1,20,y,NO
COLOSSIANS,1,22,d,NO
COLOSSIANS,1,23,g,NO
COLOSSIANS,1,23,h,NO
COLOSSIANS,1,23,i,NO
COLOSSIANS,1,24,l,NO
COLOSSIANS,1,27,p,NO
COLOSSIANS,1,27,s,NO
COLOSSIANS,1,29,x,NO
COLOSSIANS,2,2,b,NO
COLOSSIANS,2,5,g,NO
COLOSSIANS,2,7,k,NO
COLOSSIANS,2,7,l,NO
COLOSSIANS,2,7,m,NO
COLOSSIANS,2,8,p,NO
COLOSSIANS,2,8,q,NO
COLOSSIANS,2,12,z,NO
COLOSSIANS,2,15,f,NO
COLOSSIANS,2,16,j,NO
COLOSSIANS,2,18,o,NO
COLOSSIANS,2,18,q,NO
COLOSSIANS,2,20,v,NO
COLOSSIANS,3,1,d,NO
COLOSSIANS,3,4,i,NO
COLOSSIANS,3,5,l,NO
COLOSSIANS,3,5,n,NO
COLOSSIANS,3,8,s,NO
COLOSSIANS,3,9,v,NO
COLOSSIANS,3,10,a,NO
COLOSSIANS,3,10,y,NO
COLOSSIANS,3,10,z,NO
COLOSSIANS,3,12,f,NO
COLOSSIANS,3,12,g,NO
COLOSSIANS,3,12,h,NO
COLOSSIANS,3,13,g,NO
COLOSSIANS,3,14,l,NO
COLOSSIANS,3,15,o,NO
COLOSSIANS,3,16,r,NO
COLOSSIANS,4,3,g,NO
COLOSSIANS,4,6,l,NO
COLOSSIANS,4,10,r,NO
COLOSSIANS,4,11,u,NO
COLOSSIANS,4,12,x,NO
COLOSSIANS,4,18,g,NO
DANIEL,1,2,d,NO
DANIEL,1,4,i,NO
DANIEL,1,4,j,NO
DANIEL,1,5,m,NO
DANIEL,1,5,n,NO
DANIEL,1,7,r,NO
DANIEL,1,8,k,NO
DANIEL,1,8,l,NO
DANIEL,1,17,a,NO
DANIEL,2,2,j,NO
DANIEL,2,2,k,NO
DANIEL,2,2,l,NO
DANIEL,2,5,o,NO
DANIEL,2,9,u,NO
DANIEL,2,12,z,NO
DANIEL,2,18,h,NO
DANIEL,2,19,g,NO
DANIEL,2,21,o,NO
DANIEL,2,23,t,NO
DANIEL,2,23,u,NO
DANIEL,2,25,x,NO
DANIEL,2,28,e,NO
DANIEL,2,35,p,NO
DANIEL,2,35,q,NO
DANIEL,2,37,t,NO
DANIEL,2,39,x,NO
DANIEL,2,44,d,NO
DANIEL,2,45,d,NO
DANIEL,2,45,g,NO
DANIEL,2,46,j,NO
DANIEL,2,47,n,NO
DANIEL,2,48,q,NO
DANIEL,2,49,p,NO
DANIEL,2,49,t,NO
DANIEL,3,12,i,NO
DANIEL,3,12,j,NO
DANIEL,3,15,m,NO
DANIEL,3,19,i,NO
DANIEL,3,24,v,NO
DANIEL,3,24,w,NO
DANIEL,3,25,z,NO
DANIEL,3,27,c,NO
DANIEL,3,27,d,NO
DANIEL,3,28,f,NO
DANIEL,3,28,h,NO
DANIEL,3,29,k,NO
DANIEL,3,29,s,NO
DANIEL,4,1,o,NO
DANIEL,4,9,a,NO
DANIEL,4,9,s,NO
DANIEL,4,13,g,NO
DANIEL,4,14,j,NO
DANIEL,4,17,m,NO
DANIEL,4,17,n,NO
DANIEL,4,17,o,NO
DANIEL,4,18,r,NO
DANIEL,4,19,t,NO
DANIEL,4,19,u,NO
DANIEL,4,23,b,NO
DANIEL,4,25,b,NO
DANIEL,4,25,e,NO
DANIEL,4,27,i,NO
DANIEL,4,34,p,NO
DANIEL,4,34,q,NO
DANIEL,4,35,t,NO
DANIEL,4,36,x,NO
DANIEL,4,36,y,NO
DANIEL,4,36,z,NO
DANIEL,4,37,c,NO
DANIEL,5,1,g,NO
DANIEL,5,5,m,NO
DANIEL,5,6,p,NO
DANIEL,5,6,q,NO
DANIEL,5,7,t,NO
DANIEL,5,7,u,NO
DANIEL,5,7,v,NO
DANIEL,5,9,y,NO
DANIEL,5,11,d,NO
DANIEL,5,11,r,NO
DANIEL,5,12,g,NO
DANIEL,5,12,h,NO
DANIEL,5,15,l,NO
DANIEL,5,16,o,NO
DANIEL,5,16,p,NO
DANIEL,5,18,t,NO
DANIEL,5,18,u,NO
DANIEL,5,23,e,NO
DANIEL,5,23,f,NO
DANIEL,5,23,h,NO
DANIEL,5,30,o,NO
DANIEL,6,3,r,NO
DANIEL,6,3,u,NO
DANIEL,6,3,v,NO
DANIEL,6,4,w,NO
DANIEL,6,6,y,NO
DANIEL,6,7,a,NO
DANIEL,6,8,c,NO
DANIEL,6,10,g,NO
DANIEL,6,10,h,NO
DANIEL,6,12,c,NO
DANIEL,6,12,d,NO
DANIEL,6,13,g,NO
DANIEL,6,13,j,NO
DANIEL,6,13,m,NO
DANIEL,6,17,r,NO
DANIEL,6,20,w,NO
DANIEL,6,22,a,NO
DANIEL,6,25,f,NO
DANIEL,6,26,i,NO
DANIEL,6,26,j,NO
DANIEL,6,26,k,NO
DANIEL,7,1,r,NO
DANIEL,7,9,e,NO
DANIEL,7,9,f,NO
DANIEL,7,10,i,NO
DANIEL,7,10,j,NO
DANIEL,7,10,k,NO
DANIEL,7,10,l,NO
DANIEL,7,14,r,NO
DANIEL,7,25,b,NO
DANIEL,7,26,e,NO
DANIEL,7,28,k,NO
DANIEL,8,2,p,NO
DANIEL,8,2,q,NO
DANIEL,8,4,u,NO
DANIEL,8,4,v,NO
DANIEL,8,4,w,NO
DANIEL,8,4,x,NO
DANIEL,8,7,d,NO
DANIEL,8,8,f,NO
DANIEL,8,9,i,NO
DANIEL,8,10,l,NO
DANIEL,8,10,m,NO
DANIEL,8,11,p,NO
DANIEL,8,13,t,NO
DANIEL,8,16,z,NO
DANIEL,8,17,c,NO
DANIEL,8,17,d,NO
DANIEL,8,24,q,NO
DANIEL,8,25,t,NO
DANIEL,8,25,u,NO
DANIEL,8,26,x,NO
DANIEL,8,26,y,NO
DANIEL,9,1,d,NO
DANIEL,9,1,e,NO
DANIEL,9,4,j,NO
DANIEL,9,6,o,NO
DANIEL,9,7,r,NO
DANIEL,9,7,s,NO
DANIEL,9,11,k,NO
DANIEL,9,11,w,NO
DANIEL,9,11,x,NO
DANIEL,9,11,y,NO
DANIEL,9,12,b,NO
DANIEL,9,14,f,NO
DANIEL,9,16,m,NO
DANIEL,9,16,n,NO
DANIEL,9,16,o,NO
DANIEL,9,18,t,NO
DANIEL,9,19,t,NO
DANIEL,9,21,b,NO
DANIEL,9,23,g,NO
DANIEL,9,23,h,NO
DANIEL,9,24,k,NO
DANIEL,9,24,l,NO
DANIEL,9,24,m,NO
DANIEL,9,24,n,NO
DANIEL,9,25,r,NO
DANIEL,9,25,s,NO
DANIEL,9,25,t,NO
DANIEL,9,26,w,NO
DANIEL,9,26,x,NO
DANIEL,9,26,y,NO
DANIEL,10,1,d,NO
DANIEL,10,1,e,NO
DANIEL,10,5,l,NO
DANIEL,10,5,m,NO
DANIEL,10,6,p,NO
DANIEL,10,6,q,NO
DANIEL,10,11,y,NO
DANIEL,10,12,c,NO
DANIEL,10,12,d,NO
DANIEL,10,13,g,NO
DANIEL,10,14,i,NO
DANIEL,10,16,n,NO
DANIEL,11,4,a,NO
DANIEL,11,16,o,NO
DANIEL,11,19,t,NO
DANIEL,11,35,k,NO
DANIEL,11,36,n,NO
DANIEL,11,36,o,NO
DANIEL,11,36,p,NO
DANIEL,11,36,q,NO
DANIEL,11,40,v,NO
DANIEL,12,1,c,NO
DANIEL,12,3,i,NO
DANIEL,12,4,m,NO
DANIEL,12,7,r,NO
DANIEL,12,7,s,NO
DANIEL,12,7,t,NO
DANIEL,12,10,g,NO
DANIEL,12,13,e,NO
DEUTERONOMY,1,1,c,NO
DEUTERONOMY,1,4,h,NO
DEUTERONOMY,1,7,l,NO
DEUTERONOMY,1,17,x,NO
DEUTERONOMY,1,27,f,NO
DEUTERONOMY,1,28,i,NO
DEUTERONOMY,1,44,c,NO
DEUTERONOMY,2,4,i,NO
DEUTERONOMY,2,8,o,NO
DEUTERONOMY,2,8,p,NO
DEUTERONOMY,2,9,s,NO
DEUTERONOMY,2,10,v,NO
DEUTERONOMY,2,14,c,NO
DEUTERONOMY,2,23,k,NO
DEUTERONOMY,2,26,q,NO
DEUTERONOMY,2,30,v,NO
DEUTERONOMY,2,36,c,NO
DEUTERONOMY,3,9,n,NO
DEUTERONOMY,3,11,s,NO
DEUTERONOMY,3,11,t,NO
DEUTERONOMY,3,13,r,NO
DEUTERONOMY,3,14,a,NO
DEUTERONOMY,3,17,h,NO
DEUTERONOMY,4,9,h,NO
DEUTERONOMY,4,10,k,NO
DEUTERONOMY,4,10,l,NO
DEUTERONOMY,4,12,q,NO
DEUTERONOMY,4,13,t,NO
DEUTERONOMY,4,16,z,NO
DEUTERONOMY,4,34,a,NO
DEUTERONOMY,4,34,b,NO
DEUTERONOMY,4,48,v,NO
DEUTERONOMY,5,24,p,NO
DEUTERONOMY,6,15,r,NO
DEUTERONOMY,6,24,c,NO
DEUTERONOMY,7,1,g,NO
DEUTERONOMY,7,2,j,NO
DEUTERONOMY,7,16,f,NO
DEUTERONOMY,7,24,q,NO
DEUTERONOMY,8,2,y,NO
DEUTERONOMY,8,2,z,NO
DEUTERONOMY,8,3,c,NO
DEUTERONOMY,8,15,m,NO
DEUTERONOMY,8,15,n,NO
DEUTERONOMY,9,3,b,NO
DEUTERONOMY,9,14,s,NO
DEUTERONOMY,9,18,z,NO
DEUTERONOMY,9,22,e,NO
DEUTERONOMY,10,4,s,NO
DEUTERONOMY,10,5,v,NO
DEUTERONOMY,10,8,b,NO
DEUTERONOMY,10,8,c,NO
DEUTERONOMY,10,12,j,NO
DEUTERONOMY,10,12,k,NO
DEUTERONOMY,10,17,u,NO
DEUTERONOMY,10,17,v,NO
DEUTERONOMY,10,20,z,NO
DEUTERONOMY,11,2,i,NO
DEUTERONOMY,11,9,r,NO
DEUTERONOMY,11,17,d,NO
DEUTERONOMY,11,25,r,NO
DEUTERONOMY,12,3,h,NO
